date,rating,description,hotel_name,city,country,language
2023-08-07,10,After reading reviews; we settled for this property. It did not disappoint. Amazing location; beautiful beach; good food; safe; and right by the ferry dock that goes to Cozumel and Isla Mujeres. That was very convenient! Will be back!,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-07,10,Hotel was clean and detailed staff was superbly trained for customers needs.  Beach access and area was supreme.  Great for families; with activities for kids and 2 pools; jenga; chess; ping pong.  Staff was very attentive.  The 3 restaurants were all different with outstanding menus and service.,InterContinental Presidente,Cancun,Mexico,en
2023-08-07,10,Excelentes instalaciones y la playa fenomenal.,InterContinental Presidente,Cancun,Mexico,es
2023-08-06,8,Was very disappointed in the heated pool was very disappointing,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-06,10,The resort was beautiful. My family and I stayed for 4 nights and 5 days. We really wished we stayed longer because we were completely relaxed just chilling in the pool and eating all the delicious food. We did wish we were able to book more restaurants but a lot of them were already full on the days we’re there and you can’t reserve the same day. Overall; we had a very enjoyable time and will definitely come back.,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-06,10,excelente,InterContinental Presidente,Cancun,Mexico,it
2023-08-06,10,Me encanto la playa y la comida estuvo deliciosa.,InterContinental Presidente,Cancun,Mexico,es
2023-08-05,10,Excellent all inclusive with great tasting food options.,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-04,4,The first room we got smell like cigarette; the second room we got had dirty shower water and then no water at all. It is not necessary to offer complimentary spa treatments when we were only looking for a clean & nice room with no smell and clear shower water.,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-04,2,Horrible experience,InterContinental Presidente,Cancun,Mexico,en
2023-08-03,10,Fourth time we have stayed there; this hotel does not disappoint. The staff are wonderful; the room was so comfortable and the hairpin view was stunning. We will definitely be back for the fifth time; hopefully soon.,Fairmont Monte Carlo,Monaco,France,en
2023-08-03,8,The room was very comfortable and the pool was beautiful. The food at the Mexican restaurant was very good and the atmosphere was nice. However; the bathtub faucet did not turn off; so I informed the front desk; but the staff did not take care of it properly.,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-03,10,I love the property I was on a family trip and it was excellent due to the staff. I will return again in December thanks again I love the resort viva Mexico.,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-03,10,Nice hotel with great customer service,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-02,10,Everyone was extremely helpful and friendly! Several food options and activities! Will definitely return!,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-02,10,We liked the friendliness and cleanliness of the Hotel. Everything was pleasant.,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-02,10,Great place; lots of things to do and eat. Overall was a great place to visit and stay with family,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-02,10,Todo excelente,InterContinental Presidente,Cancun,Mexico,es
2023-08-01,10,Property was great beach or clean. The pool were nice and big size not too crowded. The view is outstanding the food restaurants were just perfect. I would I would recommend this property to other people if they are planning their vacation in Cancun.,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-01,10,we got an excellent experience with GFACB from its over all location (very safe; beach area was entirely private); staff interactions (very professional & accommodating:dnt 4gt tips) room conditions (very large and AC was blasting cold) dining options (we got reservations for dinner every night and was top notch); water activities (enjoyed the jetski and kayak) nightly entertainment (mexican fiesta; fire show; 24k magic; lobby band; late night adult party) the food (very delicious; none in our group have upset stomach or some sort; we are always full); the drinks (very good drinks from virgin drinks to alcohol choices; drinking water from glass was very safe); kids club (neutral); the pool (beautiful and large; a bit warm but its summer) and the beach (thankfully it cleared out compared to the 2 weeks prior of visit due to sargassum). we indeed have a blast and it seems the planets were all aligned with our vacation. All of our request was accommodated like having our 3 rooms next to each other (was even near to elevators; buffet area and exit towards pool) and changing dinner time to be able to attend the 9pm show and etc..  We are all glad choosing GFACB for our very first all inclusive Cancun vacation in which it raised the bar to high. The reviews stands and were never wrong with us based on our experience. we would really like to come back soon. we are a party of 10; 6 adults and 4 kids from DFW Texas area and our couple visitor from the Netherlands:  4 night 5 days stay,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-01,6,The ocean view was nice. Staying in the hotel was the worst sleep i had in 5days. The beds are old abd uncomfortable. The rooms are dated. There is not enough activities for kids. The drinks are watered down.,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-01,10,Great location; hospitable staff; excellent choices of food.  Need bigger space for buffet (sometime need to wait in line).  Also; I would add more entertainment for younger crowd (disco; dancing; etc).,Grand Fiesta Americana,Cancun,Mexico,en
2023-08-01,8,Great property polite and friendly staff and very helpful all the time.,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-31,8,La Joya was awesome,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-31,10,Amazing experience; Fiesta Americana Coral Beach Cancun has been the one of the best all inclusive resorts that I have ever been. All staff was very professional and  super friendly. The food was really good; the buffet had a lot of variety including Korean and Indian food. The seafood was great; especially the shrimps. My room was always clean and had a great ocean view. The beach was nice; even though there were not a lot of free beds with umbrellas; the hotel employees always helped me to find a bed and an umbrellla. I had the beach dinner experience; and iw was fabulous. I completely recommend that experience.  Great pool; plenty of space for adults and for kids. The kids club had personal trained for autistic kids which I think is great. In conclusion; i will definitely come back again.,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-31,10,Amazing Ocean View from my room....,InterContinental Presidente,Cancun,Mexico,en
2023-07-31,10,Tiene una playa hermosa ..,InterContinental Presidente,Cancun,Mexico,es
2023-07-30,6,stay was overall ok; didn’t like communication with reception also the word GRAND is for the beach name which is grand coral resort has nothing to do with Grand. Restaurants are always full for the booking so we ended up eating at the common buffet for most of our stay. We booked two family and friends suits room. They ended up giving us 4 bedrooms.,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-30,4,We paid more to stay in this hotel due to the kids pool area; amenities and reviews however once there; the gym was closed and in construction; kids pool area inactive (picture taken from the top of the hotel and the kids pool section is closed). The room had drainage issue in the bathtub and sink and took them 2 days to try to fix it without success. We kept requesting to change room without success and gave up to avoid further stress. Food was ok but not the best. The daily activity journal we only received on the last two days (we stayed 5 days) and on the date of the activity that makes you loose the morning free activity if you are interested. I would suggest to put the journal on the day before in the room when they set up the beds. The beach area is restricted and if you like to have a walk; choose another hotel. Overall unfortunately; I would not recommend the hotel that is pricey for what they offer.,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-30,10,Best service at resort by all staff members,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-29,2,Very well located; and the staff were extremely nice and friendly. However; overall; the hotel itself was very average and basic. The hotel is dated and old. This is not the place to be in Nice (despite the other reviews) and definitely not worth the price we paid per night.,Hyatt Regency Palais,Nice,France,en
2023-07-29,10,This was a great property.  The staff was delightful.  ALWAYS smiling; friendly and accommodating.  Food was good.  If you’re dining at the restaurants on site; be sure to make reservations upon arrival.  Pool was clean; and never overcrowded.  Private beach area was beautiful and had the most amazing views.  We were upgraded upon arrival and treated like family. There were nightly events and plenty of things for kids to do.  The resort was clean and well kept with plenty of options for food and drinks.  10/10 would stay here again.,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-29,10,Dont think twice BOOK IT ! Best Service; Staff and property is clean and excellent !,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-29,10,Enjoyed our 7 day stay. Property was very nice. It could use more organized activities for teen kids (13-17). My 14 year old was bored at times.,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-29,10,Excellent I would definitely stay again!!,Grand Fiesta Americana,Cancun,Mexico,en
2023-07-29,8,Esta bien el lugar me gusto mucho la comida no tanto!,InterContinental Presidente,Cancun,Mexico,es
2023-07-29,4,The property needs updating and management needs to hire more staff. The staff does everything they can but it is not enough for the number of guests. The rooms look old as well as everything in the bathrooms. Definitely better options in the hotel zone.,InterContinental Presidente,Cancun,Mexico,en
